country,iso3,g_whoregion,year,age_group,sex,coh,succ,fail,died,lost,tsr,category
Kazakhstan,KAZ,EUR,2018,0-14,a,274,267,6,0,1,97,Children (0-14)
Kazakhstan,KAZ,EUR,2019,0-14,a,274,271,2,1,0,99,Children (0-14)
Kazakhstan,KAZ,EUR,2020,0-14,a,227,224,3,0,0,99,Children (0-14)
Kazakhstan,KAZ,EUR,2020,a,f,2383,2149,55,162,14,90,Female (All Ages)
Kazakhstan,KAZ,EUR,2020,a,m,3359,2894,116,299,40,86,Male (All Ages)
Kazakhstan,KAZ,EUR,2021,0-14,a,199,191,6,2,0,96,Children (0-14)
Kazakhstan,KAZ,EUR,2021,a,f,2342,2124,48,146,23,91,Female (All Ages)
Kazakhstan,KAZ,EUR,2021,a,m,3279,2863,71,289,50,87,Male (All Ages)
Kazakhstan,KAZ,EUR,2022,0-14,a,190,188,0,1,0,99,Children (0-14)
Kazakhstan,KAZ,EUR,2022,a,f,2461,2260,25,154,15,92,Female (All Ages)
Kazakhstan,KAZ,EUR,2022,a,m,3461,3065,58,290,36,89,Male (All Ages)
Kazakhstan,KAZ,EUR,2023,0-14,a,209,201,3,2,1,96,Children (0-14)
Kazakhstan,KAZ,EUR,2023,a,f,2406,2223,31,135,13,92,Female (All Ages)
Kazakhstan,KAZ,EUR,2023,a,m,3389,3017,74,252,42,89,Male (All Ages)
Kenya,KEN,AFR,2018,0-14,a,9818,8779,,,,89,Children (0-14)
Kenya,KEN,AFR,2019,0-14,a,8223,7289,,,,89,Children (0-14)
Kenya,KEN,AFR,2019,a,f,29750,25707,108,1984,1302,86,Female (All Ages)
Kenya,KEN,AFR,2019,a,m,54299,46207,365,3264,3218,85,Male (All Ages)
Kenya,KEN,AFR,2020,0-14,a,5631,4928,,,,88,Children (0-14)
Kenya,KEN,AFR,2020,a,f,24837,21292,87,1884,1035,86,Female (All Ages)
Kenya,KEN,AFR,2020,a,m,45545,38442,316,3181,2607,84,Male (All Ages)
Kenya,KEN,AFR,2021,0-14,a,7413,6704,,,,90,Children (0-14)
Kenya,KEN,AFR,2021,a,f,25763,22843,78,1638,969,89,Female (All Ages)
Kenya,KEN,AFR,2021,a,m,49323,42691,357,3120,2671,87,Male (All Ages)
Kenya,KEN,AFR,2022,0-14,a,10240,9503,,,,93,Children (0-14)
Kenya,KEN,AFR,2022,a,f,31155,28021,130,1833,1028,90,Female (All Ages)
Kenya,KEN,AFR,2022,a,m,56534,49710,417,3284,2893,88,Male (All Ages)
Kenya,KEN,AFR,2023,0-14,a,12589,11794,,,,94,Children (0-14)
Kenya,KEN,AFR,2023,a,f,34272,31021,97,1821,1046,91,Female (All Ages)
Kenya,KEN,AFR,2023,a,m,59752,53062,393,3125,2670,89,Male (All Ages)
Kiribati,KIR,WPR,2018,0-14,a,43,41,,,,95,Children (0-14)
Kiribati,KIR,WPR,2019,0-14,a,75,71,,,,95,Children (0-14)
Kiribati,KIR,WPR,2020,0-14,a,75,72,,,,96,Children (0-14)
Kiribati,KIR,WPR,2021,0-14,a,46,43,,,,93,Children (0-14)
Kiribati,KIR,WPR,2022,0-14,a,55,51,,,,93,Children (0-14)
Kiribati,KIR,WPR,2023,0-14,a,150,145,,,,97,Children (0-14)
Kuwait,KWT,EMR,2018,0-14,a,12,12,,,,100,Children (0-14)
Kuwait,KWT,EMR,2019,0-14,a,13,13,,,,100,Children (0-14)
Kuwait,KWT,EMR,2020,0-14,a,13,12,,,,92,Children (0-14)
Kuwait,KWT,EMR,2021,0-14,a,10,10,,,,100,Children (0-14)
Kuwait,KWT,EMR,2022,0-14,a,9,9,,,,100,Children (0-14)
Kuwait,KWT,EMR,2023,0-14,a,8,8,,,,100,Children (0-14)
Kyrgyzstan,KGZ,EUR,2013,0-14,a,570,553,1,5,4,97,Children (0-14)
Kyrgyzstan,KGZ,EUR,2014,0-14,a,413,399,0,2,10,97,Children (0-14)
Kyrgyzstan,KGZ,EUR,2015,0-14,a,516,488,4,4,20,95,Children (0-14)
Kyrgyzstan,KGZ,EUR,2016,0-14,a,383,359,4,7,13,94,Children (0-14)
Kyrgyzstan,KGZ,EUR,2018,0-14,a,260,239,3,5,12,92,Children (0-14)
Kyrgyzstan,KGZ,EUR,2020,0-14,a,182,130,2,5,4,71,Children (0-14)
Kyrgyzstan,KGZ,EUR,2021,0-14,a,180,173,2,0,4,96,Children (0-14)
Kyrgyzstan,KGZ,EUR,2022,0-14,a,265,254,1,5,2,96,Children (0-14)
Kyrgyzstan,KGZ,EUR,2023,0-14,a,217,210,3,2,2,97,Children (0-14)
Lao People's Democratic Republic,LAO,WPR,2021,0-14,a,73,55,,,,75,Children (0-14)
Lao People's Democratic Republic,LAO,WPR,2022,0-14,a,99,78,,,,79,Children (0-14)
Lao People's Democratic Republic,LAO,WPR,2023,0-14,a,104,90,,,,87,Children (0-14)
Latvia,LVA,EUR,2013,0-14,a,45,45,0,0,0,100,Children (0-14)
Latvia,LVA,EUR,2014,0-14,a,41,41,0,0,0,100,Children (0-14)
Latvia,LVA,EUR,2015,0-14,a,25,25,0,0,0,100,Children (0-14)
Latvia,LVA,EUR,2016,0-14,a,23,23,0,0,0,100,Children (0-14)
Latvia,LVA,EUR,2023,0-14,a,9,0,0,0,0,0,Children (0-14)
Lebanon,LBN,EMR,2018,0-14,a,44,42,,,,95,Children (0-14)
Lebanon,LBN,EMR,2019,0-14,a,54,50,,,,93,Children (0-14)
Lebanon,LBN,EMR,2020,0-14,a,43,42,,,,98,Children (0-14)
Lebanon,LBN,EMR,2021,0-14,a,41,37,,,,90,Children (0-14)
Lebanon,LBN,EMR,2022,0-14,a,53,50,,,,94,Children (0-14)
Lebanon,LBN,EMR,2023,0-14,a,48,45,,,,94,Children (0-14)
Lesotho,LSO,AFR,2018,0-14,a,232,192,,,,83,Children (0-14)
Lesotho,LSO,AFR,2019,0-14,a,263,223,,,,85,Children (0-14)
Lesotho,LSO,AFR,2019,a,f,2515,1945,13,359,86,77,Female (All Ages)
Lesotho,LSO,AFR,2019,a,m,4401,3428,26,637,172,78,Male (All Ages)
Lesotho,LSO,AFR,2020,0-14,a,171,134,,,,78,Children (0-14)
Lesotho,LSO,AFR,2020,a,f,1540,1190,7,219,62,77,Female (All Ages)
Lesotho,LSO,AFR,2020,a,m,2938,2200,21,464,154,75,Male (All Ages)
Lesotho,LSO,AFR,2021,0-14,a,208,163,,,,78,Children (0-14)
Lesotho,LSO,AFR,2021,a,f,1536,1189,14,236,59,77,Female (All Ages)
Lesotho,LSO,AFR,2021,a,m,2972,2281,22,474,128,77,Male (All Ages)
Lesotho,LSO,AFR,2022,0-14,a,322,276,,,,86,Children (0-14)
Lesotho,LSO,AFR,2022,a,f,1906,1539,16,255,69,81,Female (All Ages)
Lesotho,LSO,AFR,2022,a,m,3617,2896,32,489,168,80,Male (All Ages)
Lesotho,LSO,AFR,2023,0-14,a,363,313,,,,86,Children (0-14)
Lesotho,LSO,AFR,2023,a,f,2021,1633,11,251,97,81,Female (All Ages)
Lesotho,LSO,AFR,2023,a,m,4437,3651,19,548,177,82,Male (All Ages)
Liberia,LBR,AFR,2020,a,f,2802,2254,5,112,364,80,Female (All Ages)
Liberia,LBR,AFR,2020,a,m,4188,3036,11,193,843,72,Male (All Ages)
Libya,LBY,EMR,2019,0-14,a,100,76,,,,76,Children (0-14)
Libya,LBY,EMR,2020,0-14,a,100,85,,,,85,Children (0-14)
Libya,LBY,EMR,2021,0-14,a,109,88,,,,81,Children (0-14)
Libya,LBY,EMR,2022,0-14,a,109,88,,,,81,Children (0-14)
Libya,LBY,EMR,2023,0-14,a,112,81,,,,72,Children (0-14)
Lithuania,LTU,EUR,2013,0-14,a,36,33,0,0,3,92,Children (0-14)
Lithuania,LTU,EUR,2014,0-14,a,21,19,0,0,2,90,Children (0-14)
Lithuania,LTU,EUR,2015,0-14,a,34,31,0,1,1,91,Children (0-14)
Lithuania,LTU,EUR,2016,0-14,a,47,47,0,0,0,100,Children (0-14)
Lithuania,LTU,EUR,2017,0-14,a,44,42,0,0,1,95,Children (0-14)
Lithuania,LTU,EUR,2018,0-14,a,19,19,0,0,0,100,Children (0-14)
Lithuania,LTU,EUR,2019,0-14,a,26,26,0,0,0,100,Children (0-14)
Lithuania,LTU,EUR,2020,0-14,a,13,13,0,0,0,100,Children (0-14)
Lithuania,LTU,EUR,2021,0-14,a,13,13,0,0,0,100,Children (0-14)
Lithuania,LTU,EUR,2022,0-14,a,14,14,0,0,0,100,Children (0-14)
Lithuania,LTU,EUR,2023,0-14,a,34,34,0,0,0,100,Children (0-14)
Luxembourg,LUX,EUR,2013,0-14,a,0,0,0,0,0,,Children (0-14)
Luxembourg,LUX,EUR,2017,0-14,a,0,0,0,0,0,,Children (0-14)
Luxembourg,LUX,EUR,2019,0-14,a,0,0,0,0,0,,Children (0-14)
Luxembourg,LUX,EUR,2020,0-14,a,0,0,0,0,0,,Children (0-14)
Madagascar,MDG,AFR,2020,0-14,a,3817,3703,,,,97,Children (0-14)
Madagascar,MDG,AFR,2021,0-14,a,4074,3578,,,,88,Children (0-14)
Madagascar,MDG,AFR,2022,0-14,a,4727,4059,,,,86,Children (0-14)
Madagascar,MDG,AFR,2023,0-14,a,4154,3605,,,,87,Children (0-14)
Malawi,MWI,AFR,2018,0-14,a,1183,1096,,,,93,Children (0-14)
Malawi,MWI,AFR,2019,0-14,a,1519,1378,,,,91,Children (0-14)
Malawi,MWI,AFR,2020,0-14,a,1373,1275,,,,93,Children (0-14)
Malawi,MWI,AFR,2021,0-14,a,1263,1173,,,,93,Children (0-14)
Malawi,MWI,AFR,2022,0-14,a,1369,1281,,,,94,Children (0-14)
Malawi,MWI,AFR,2023,0-14,a,1197,1116,,,,93,Children (0-14)
Malaysia,MYS,WPR,2018,0-14,a,705,632,,,,90,Children (0-14)
Malaysia,MYS,WPR,2019,0-14,a,840,756,,,,90,Children (0-14)
Malaysia,MYS,WPR,2020,0-14,a,751,687,,,,91,Children (0-14)
Malaysia,MYS,WPR,2021,0-14,a,723,671,,,,93,Children (0-14)
Malaysia,MYS,WPR,2022,0-14,a,1127,1052,,,,93,Children (0-14)
Malaysia,MYS,WPR,2023,0-14,a,1681,483,,,,29,Children (0-14)
Maldives,MDV,SEA,2018,0-14,a,6,6,,,,100,Children (0-14)
Maldives,MDV,SEA,2019,0-14,a,3,3,,,,100,Children (0-14)
Maldives,MDV,SEA,2020,0-14,a,3,3,,,,100,Children (0-14)
Maldives,MDV,SEA,2021,0-14,a,3,3,,,,100,Children (0-14)
Maldives,MDV,SEA,2022,0-14,a,6,5,,,,83,Children (0-14)
Maldives,MDV,SEA,2023,0-14,a,2,2,,,,100,Children (0-14)
Malta,MLT,EUR,2013,0-14,a,0,0,0,0,0,,Children (0-14)
Malta,MLT,EUR,2020,0-14,a,7,7,0,0,0,100,Children (0-14)
Malta,MLT,EUR,2021,0-14,a,1,1,0,0,0,100,Children (0-14)
Marshall Islands,MHL,WPR,2018,0-14,a,130,126,,,,97,Children (0-14)
Marshall Islands,MHL,WPR,2019,0-14,a,102,99,,,,97,Children (0-14)
Marshall Islands,MHL,WPR,2020,0-14,a,32,31,,,,97,Children (0-14)
Marshall Islands,MHL,WPR,2021,0-14,a,31,30,,,,97,Children (0-14)
Marshall Islands,MHL,WPR,2022,0-14,a,23,22,,,,96,Children (0-14)
Marshall Islands,MHL,WPR,2023,0-14,a,92,91,,,,99,Children (0-14)
Mauritania,MRT,AFR,2018,0-14,a,126,95,,,,75,Children (0-14)
Mauritania,MRT,AFR,2019,0-14,a,158,140,,,,89,Children (0-14)
Mauritania,MRT,AFR,2020,0-14,a,100,72,,,,72,Children (0-14)
Mauritania,MRT,AFR,2021,0-14,a,125,98,,,,78,Children (0-14)
Mauritania,MRT,AFR,2022,0-14,a,107,79,,,,74,Children (0-14)
Mauritius,MUS,AFR,2018,0-14,a,2,2,,,,100,Children (0-14)
Mauritius,MUS,AFR,2019,0-14,a,3,1,,,,33,Children (0-14)
Mauritius,MUS,AFR,2020,0-14,a,3,3,,,,100,Children (0-14)
Mauritius,MUS,AFR,2021,0-14,a,3,3,,,,100,Children (0-14)
Mauritius,MUS,AFR,2022,0-14,a,1,1,,,,100,Children (0-14)
Mauritius,MUS,AFR,2023,0-14,a,1,1,,,,100,Children (0-14)
Mexico,MEX,AMR,2013,0-14,a,805,651,2,30,53,81,Children (0-14)
Mexico,MEX,AMR,2014,0-14,a,783,620,4,32,34,79,Children (0-14)
Mexico,MEX,AMR,2015,0-14,a,786,646,3,38,33,82,Children (0-14)
Mexico,MEX,AMR,2016,0-14,a,786,629,2,33,26,80,Children (0-14)
Mexico,MEX,AMR,2017,0-14,a,699,334,2,37,23,48,Children (0-14)
Mexico,MEX,AMR,2018,0-14,a,745,584,4,41,34,78,Children (0-14)
Mexico,MEX,AMR,2019,0-14,a,661,467,1,28,32,71,Children (0-14)
Mexico,MEX,AMR,2020,0-14,a,529,351,1,42,32,66,Children (0-14)
Mexico,MEX,AMR,2021,0-14,a,694,490,0,52,41,71,Children (0-14)
Mexico,MEX,AMR,2022,0-14,a,724,504,4,55,52,70,Children (0-14)
Mexico,MEX,AMR,2023,0-14,a,749,506,2,61,56,68,Children (0-14)
Micronesia (Federated States of),FSM,WPR,2018,0-14,a,27,27,,,,100,Children (0-14)
Micronesia (Federated States of),FSM,WPR,2019,0-14,a,21,21,,,,100,Children (0-14)
Micronesia (Federated States of),FSM,WPR,2020,0-14,a,8,6,,,,75,Children (0-14)
Micronesia (Federated States of),FSM,WPR,2021,0-14,a,8,6,,,,75,Children (0-14)
Micronesia (Federated States of),FSM,WPR,2023,0-14,a,70,64,,,,91,Children (0-14)
Monaco,MCO,EUR,2013,0-14,a,0,,,,,,Children (0-14)
Monaco,MCO,EUR,2014,0-14,a,0,,,,,,Children (0-14)
Monaco,MCO,EUR,2020,0-14,a,0,,,,,,Children (0-14)
Mongolia,MNG,WPR,2019,0-14,a,395,381,,,,96,Children (0-14)
Mongolia,MNG,WPR,2020,0-14,a,441,426,,,,97,Children (0-14)
Mongolia,MNG,WPR,2022,0-14,a,178,163,,,,92,Children (0-14)
Mongolia,MNG,WPR,2023,0-14,a,156,151,,,,97,Children (0-14)
Mongolia,MNG,WPR,2023,a,f,1103,935,43,40,57,85,Female (All Ages)
Mongolia,MNG,WPR,2023,a,m,1733,1404,57,100,135,81,Male (All Ages)
Montenegro,MNE,EUR,2013,0-14,a,1,1,0,0,0,100,Children (0-14)
Montenegro,MNE,EUR,2014,0-14,a,0,0,0,0,0,,Children (0-14)
Montenegro,MNE,EUR,2015,0-14,a,1,1,0,0,0,100,Children (0-14)
Montenegro,MNE,EUR,2016,0-14,a,0,0,0,0,0,,Children (0-14)
Montenegro,MNE,EUR,2017,0-14,a,0,0,0,0,0,,Children (0-14)
Montenegro,MNE,EUR,2018,0-14,a,2,2,0,0,0,100,Children (0-14)
Montenegro,MNE,EUR,2019,0-14,a,1,1,0,0,0,100,Children (0-14)
Montenegro,MNE,EUR,2020,0-14,a,0,0,0,0,0,,Children (0-14)
Montenegro,MNE,EUR,2022,0-14,a,0,0,0,0,0,,Children (0-14)
Montenegro,MNE,EUR,2023,0-14,a,0,0,0,0,0,,Children (0-14)
Montserrat,MSR,AMR,2018,0-14,a,0,0,0,0,0,,Children (0-14)
Morocco,MAR,EMR,2018,0-14,a,2097,1835,,,,88,Children (0-14)
Morocco,MAR,EMR,2019,0-14,a,2089,1925,,,,92,Children (0-14)
Morocco,MAR,EMR,2020,0-14,a,2079,1941,,,,93,Children (0-14)
Morocco,MAR,EMR,2021,0-14,a,2193,1728,,,,79,Children (0-14)
Morocco,MAR,EMR,2022,0-14,a,2323,1494,,,,64,Children (0-14)
Morocco,MAR,EMR,2023,0-14,a,2357,2190,,,,93,Children (0-14)
Mozambique,MOZ,AFR,2020,0-14,a,11766,10347,,,,88,Children (0-14)
Mozambique,MOZ,AFR,2021,0-14,a,11198,10953,,,,98,Children (0-14)
Mozambique,MOZ,AFR,2022,0-14,a,13541,13220,,,,98,Children (0-14)
Mozambique,MOZ,AFR,2023,0-14,a,10556,9712,,,,92,Children (0-14)
Myanmar,MMR,SEA,2018,0-14,a,26118,25181,,,,96,Children (0-14)
Myanmar,MMR,SEA,2019,0-14,a,23072,22210,,,,96,Children (0-14)
Myanmar,MMR,SEA,2020,0-14,a,8573,8228,,,,96,Children (0-14)
Myanmar,MMR,SEA,2021,0-14,a,6260,5932,,,,95,Children (0-14)
Myanmar,MMR,SEA,2022,0-14,a,21281,20534,,,,96,Children (0-14)
Myanmar,MMR,SEA,2023,0-14,a,22815,20643,,,,90,Children (0-14)
Myanmar,MMR,SEA,2023,a,f,47729,41059,313,1575,2111,86,Female (All Ages)
Myanmar,MMR,SEA,2023,a,m,77865,64744,811,3563,4120,83,Male (All Ages)
Namibia,NAM,AFR,2018,0-14,a,713,649,,,,91,Children (0-14)
Namibia,NAM,AFR,2019,0-14,a,711,655,,,,92,Children (0-14)
Namibia,NAM,AFR,2019,a,f,2902,2542,37,217,97,88,Female (All Ages)
Namibia,NAM,AFR,2019,a,m,4592,3941,111,335,199,86,Male (All Ages)
Namibia,NAM,AFR,2020,0-14,a,631,590,,,,94,Children (0-14)
Namibia,NAM,AFR,2020,a,f,2405,2147,29,169,56,89,Female (All Ages)
Namibia,NAM,AFR,2020,a,m,3907,3420,56,295,124,88,Male (All Ages)
Namibia,NAM,AFR,2021,0-14,a,638,589,,,,92,Children (0-14)
Namibia,NAM,AFR,2021,a,f,2433,2141,25,185,72,88,Female (All Ages)
Namibia,NAM,AFR,2021,a,m,4031,3470,69,313,165,86,Male (All Ages)
Namibia,NAM,AFR,2022,0-14,a,1026,931,,,,91,Children (0-14)
Namibia,NAM,AFR,2022,a,f,3310,2923,35,218,126,88,Female (All Ages)
Namibia,NAM,AFR,2022,a,m,5064,4411,78,334,234,87,Male (All Ages)
Namibia,NAM,AFR,2023,0-14,a,946,845,,,,89,Children (0-14)
Namibia,NAM,AFR,2023,a,f,3532,3117,26,226,145,88,Female (All Ages)
Namibia,NAM,AFR,2023,a,m,5462,4791,71,329,246,88,Male (All Ages)
Nauru,NRU,WPR,2018,0-14,a,0,0,,,,,Children (0-14)
Nauru,NRU,WPR,2020,0-14,a,0,0,,,,,Children (0-14)
Nepal,NPL,SEA,2020,a,f,10093,9321,54,289,189,92,Female (All Ages)
Nepal,NPL,SEA,2020,a,m,16816,15250,130,593,416,91,Male (All Ages)
Nepal,NPL,SEA,2022,a,f,14292,13392,94,343,291,94,Female (All Ages)
Nepal,NPL,SEA,2022,a,m,22711,20839,170,765,634,92,Male (All Ages)
Nepal,NPL,SEA,2023,a,f,13722,12836,111,404,250,94,Female (All Ages)
Nepal,NPL,SEA,2023,a,m,22674,20767,191,802,571,92,Male (All Ages)
Netherlands (Kingdom of the),NLD,EUR,2013,0-14,a,32,31,0,0,0,97,Children (0-14)
Netherlands (Kingdom of the),NLD,EUR,2014,0-14,a,47,46,0,0,0,98,Children (0-14)
Netherlands (Kingdom of the),NLD,EUR,2015,0-14,a,42,39,0,0,0,93,Children (0-14)
Netherlands (Kingdom of the),NLD,EUR,2016,0-14,a,48,47,0,0,0,98,Children (0-14)
Netherlands (Kingdom of the),NLD,EUR,2017,0-14,a,33,30,0,0,1,91,Children (0-14)
Netherlands (Kingdom of the),NLD,EUR,2018,0-14,a,20,19,0,0,1,95,Children (0-14)
Netherlands (Kingdom of the),NLD,EUR,2019,0-14,a,47,43,0,0,2,91,Children (0-14)
Netherlands (Kingdom of the),NLD,EUR,2020,0-14,a,19,17,0,2,0,89,Children (0-14)
Netherlands (Kingdom of the),NLD,EUR,2021,0-14,a,26,25,0,0,1,96,Children (0-14)
Netherlands (Kingdom of the),NLD,EUR,2023,0-14,a,19,16,0,0,0,84,Children (0-14)
New Caledonia,NCL,WPR,2020,0-14,a,3,1,,,,33,Children (0-14)
New Caledonia,NCL,WPR,2022,0-14,a,3,2,,,,67,Children (0-14)
New Caledonia,NCL,WPR,2023,0-14,a,1,1,,,,100,Children (0-14)
New Zealand,NZL,WPR,2018,0-14,a,9,8,,,,89,Children (0-14)
New Zealand,NZL,WPR,2019,0-14,a,2,2,,,,100,Children (0-14)
New Zealand,NZL,WPR,2020,0-14,a,6,6,,,,100,Children (0-14)
New Zealand,NZL,WPR,2021,0-14,a,7,6,,,,86,Children (0-14)
New Zealand,NZL,WPR,2022,0-14,a,12,11,,,,92,Children (0-14)
New Zealand,NZL,WPR,2023,0-14,a,14,13,,,,93,Children (0-14)
Nicaragua,NIC,AMR,2014,0-14,a,29,29,0,0,0,100,Children (0-14)
Nicaragua,NIC,AMR,2015,0-14,a,124,124,0,0,0,100,Children (0-14)
Nicaragua,NIC,AMR,2016,0-14,a,249,242,1,1,4,97,Children (0-14)
Nicaragua,NIC,AMR,2017,0-14,a,171,160,0,2,9,94,Children (0-14)
Nicaragua,NIC,AMR,2018,0-14,a,148,144,0,1,3,97,Children (0-14)
Nicaragua,NIC,AMR,2019,0-14,a,173,158,0,4,7,91,Children (0-14)
Nicaragua,NIC,AMR,2020,0-14,a,103,98,0,0,5,95,Children (0-14)
Nicaragua,NIC,AMR,2021,0-14,a,83,78,0,0,5,94,Children (0-14)
Nicaragua,NIC,AMR,2022,0-14,a,104,95,0,0,8,91,Children (0-14)
Nigeria,NGA,AFR,2018,0-14,a,8293,7402,,,,89,Children (0-14)
Nigeria,NGA,AFR,2019,0-14,a,9540,8720,,,,91,Children (0-14)
Nigeria,NGA,AFR,2020,0-14,a,8441,7674,,,,91,Children (0-14)
Nigeria,NGA,AFR,2020,a,f,54314,48840,182,1737,2310,90,Female (All Ages)
Nigeria,NGA,AFR,2020,a,m,81470,72938,337,2986,3998,90,Male (All Ages)
Nigeria,NGA,AFR,2021,0-14,a,12977,11894,,,,92,Children (0-14)
Nigeria,NGA,AFR,2021,a,f,83644,76340,2180,195,3129,91,Female (All Ages)
Nigeria,NGA,AFR,2021,a,m,121081,109682,3466,368,5207,91,Male (All Ages)
Nigeria,NGA,AFR,2022,0-14,a,20411,19274,,,,94,Children (0-14)
Nigeria,NGA,AFR,2023,0-14,a,36197,34865,,,,96,Children (0-14)
Niue,NIU,WPR,2022,0-14,a,1,1,,,,100,Children (0-14)
North Macedonia,MKD,EUR,2013,0-14,a,23,23,0,0,0,100,Children (0-14)
North Macedonia,MKD,EUR,2014,0-14,a,19,19,0,0,0,100,Children (0-14)
North Macedonia,MKD,EUR,2015,0-14,a,14,14,0,0,0,100,Children (0-14)
North Macedonia,MKD,EUR,2016,0-14,a,25,25,0,0,0,100,Children (0-14)
North Macedonia,MKD,EUR,2017,0-14,a,10,10,0,0,0,100,Children (0-14)
North Macedonia,MKD,EUR,2018,0-14,a,12,10,0,0,2,83,Children (0-14)
North Macedonia,MKD,EUR,2019,0-14,a,12,12,0,0,0,100,Children (0-14)
North Macedonia,MKD,EUR,2020,0-14,a,10,8,,,2,80,Children (0-14)
North Macedonia,MKD,EUR,2021,0-14,a,3,3,0,0,0,100,Children (0-14)
North Macedonia,MKD,EUR,2022,0-14,a,7,5,0,0,0,71,Children (0-14)
Northern Mariana Islands,MNP,WPR,2018,0-14,a,6,6,,,,100,Children (0-14)
Northern Mariana Islands,MNP,WPR,2019,0-14,a,1,1,,,,100,Children (0-14)
Northern Mariana Islands,MNP,WPR,2020,0-14,a,1,1,,,,100,Children (0-14)
Northern Mariana Islands,MNP,WPR,2021,0-14,a,1,0,,,,0,Children (0-14)
Northern Mariana Islands,MNP,WPR,2022,0-14,a,0,0,,,,,Children (0-14)
Northern Mariana Islands,MNP,WPR,2023,0-14,a,0,0,,,,,Children (0-14)
Norway,NOR,EUR,2013,0-14,a,16,16,0,0,0,100,Children (0-14)
Norway,NOR,EUR,2014,0-14,a,12,11,0,0,0,92,Children (0-14)
Norway,NOR,EUR,2015,0-14,a,18,18,0,0,0,100,Children (0-14)
Norway,NOR,EUR,2016,0-14,a,14,14,0,0,0,100,Children (0-14)
Norway,NOR,EUR,2017,0-14,a,17,17,0,0,0,100,Children (0-14)
Norway,NOR,EUR,2018,0-14,a,7,5,0,0,0,71,Children (0-14)
Norway,NOR,EUR,2019,0-14,a,4,4,0,0,0,100,Children (0-14)
Norway,NOR,EUR,2020,0-14,a,10,10,0,0,0,100,Children (0-14)
Norway,NOR,EUR,2021,0-14,a,4,3,0,0,0,75,Children (0-14)
Norway,NOR,EUR,2022,0-14,a,6,5,0,1,0,83,Children (0-14)
Norway,NOR,EUR,2023,0-14,a,7,7,0,0,0,100,Children (0-14)
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,2018,0-14,a,3,3,,,,100,Children (0-14)
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,2019,0-14,a,2,2,,,,100,Children (0-14)
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,2020,0-14,a,6,6,,,,100,Children (0-14)
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,2021,0-14,a,0,0,,,,,Children (0-14)
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,2022,0-14,a,2,1,,,,50,Children (0-14)
"occupied Palestinian territory, including east Jerusalem",PSE,EMR,2023,0-14,a,1,1,,,,100,Children (0-14)
Oman,OMN,EMR,2018,0-14,a,6,6,,,,100,Children (0-14)
Oman,OMN,EMR,2019,0-14,a,5,4,,,,80,Children (0-14)
Oman,OMN,EMR,2020,0-14,a,5,4,,,,80,Children (0-14)
Oman,OMN,EMR,2021,0-14,a,4,4,,,,100,Children (0-14)
Oman,OMN,EMR,2022,0-14,a,4,3,,,,75,Children (0-14)
Oman,OMN,EMR,2023,0-14,a,3,3,,,,100,Children (0-14)
Pakistan,PAK,EMR,2022,0-14,a,58858,57472,,,,98,Children (0-14)
Palau,PLW,WPR,2018,0-14,a,1,1,,,,100,Children (0-14)
Palau,PLW,WPR,2019,0-14,a,0,0,,,,,Children (0-14)
Palau,PLW,WPR,2020,0-14,a,0,0,,,,,Children (0-14)
Palau,PLW,WPR,2021,0-14,a,0,0,,,,,Children (0-14)
Palau,PLW,WPR,2022,0-14,a,0,0,,,,,Children (0-14)
Palau,PLW,WPR,2023,0-14,a,1,1,,,,100,Children (0-14)
Panama,PAN,AMR,2014,0-14,a,115,103,,2,10,90,Children (0-14)
Panama,PAN,AMR,2015,0-14,a,146,126,3,3,12,86,Children (0-14)
Panama,PAN,AMR,2016,0-14,a,169,146,,4,15,86,Children (0-14)
Panama,PAN,AMR,2017,0-14,a,134,121,,3,10,90,Children (0-14)
Panama,PAN,AMR,2018,0-14,a,71,64,0,2,5,90,Children (0-14)
Panama,PAN,AMR,2019,0-14,a,110,101,0,1,8,92,Children (0-14)
Panama,PAN,AMR,2020,0-14,a,69,58,0,5,6,84,Children (0-14)
Panama,PAN,AMR,2021,0-14,a,98,82,0,5,11,84,Children (0-14)
Panama,PAN,AMR,2022,0-14,a,131,98,3,12,18,75,Children (0-14)
Panama,PAN,AMR,2023,0-14,a,215,168,1,18,28,78,Children (0-14)
Papua New Guinea,PNG,WPR,2018,0-14,a,6705,4870,,,,73,Children (0-14)
Papua New Guinea,PNG,WPR,2019,0-14,a,7337,5027,,,,69,Children (0-14)
Papua New Guinea,PNG,WPR,2019,a,f,14238,10093,120,455,1856,71,Female (All Ages)
Papua New Guinea,PNG,WPR,2019,a,m,14955,10748,113,488,2037,72,Male (All Ages)
Papua New Guinea,PNG,WPR,2020,0-14,a,6212,4527,,,,73,Children (0-14)
Papua New Guinea,PNG,WPR,2020,a,f,13338,9670,88,463,1842,72,Female (All Ages)
Papua New Guinea,PNG,WPR,2020,a,m,13803,10292,109,439,1761,75,Male (All Ages)
Papua New Guinea,PNG,WPR,2021,0-14,a,6802,4853,,,,71,Children (0-14)
